Index, Raw, Filtered
1152, 19.56, 20.83
1153, 8.70, 17.79
1154, -4.12, 12.31
1155, -1.19, 8.93
1156, -3.32, 5.87
1157, -8.68, 2.23
1158, -4.67, 0.50
1159, 0.36, 0.46
1160, 5.32, 1.67
1161, 6.05, 2.76
1162, 4.10, 3.09
1163, 3.24, 3.13
1164, 3.07, 3.11
1165, 3.16, 3.12
1166, 4.60, 3.48
1167, 6.50, 4.23
1168, 4.17, 4.22
1169, 4.98, 4.40
1170, 3.74, 4.23
1171, 8.81, 5.37
1172, 14.03, 7.54
1173, 16.61, 9.80
1174, 18.08, 11.87
1175, 16.73, 13.08
1176, 14.72, 13.48
1177, 15.03, 13.87
1178, 13.73, 13.83
1179, 12.49, 13.49
1180, 10.99, 12.86
1181, 10.95, 12.38
1182, 12.32, 12.36
1183, 13.47, 12.64
1184, 13.35, 12.81
1185, 11.85, 12.57
1186, 11.24, 12.23
1187, 10.87, 11.89
1188, 11.04, 11.67
1189, 10.70, 11.43
1190, 11.73, 11.50
1191, 12.39, 11.72
1192, 14.38, 12.38
1193, 14.06, 12.80
1194, 14.86, 13.31
1195, 14.85, 13.69
1196, 13.98, 13.76
1197, 12.85, 13.53
1198, 11.51, 13.02
1199, 9.72, 12.19
1200, 4.11, 10.17
1201, -2.43, 7.01
1202, -4.08, 4.24
1203, -3.04, 2.42
1204, -2.03, 1.30
1205, -0.13, 0.94
1206, 1.61, 1.10
1207, 1.19, 1.12
1208, 1.24, 1.15
1209, 1.70, 1.28
1210, -0.10, 0.93
1211, 3.79, 1.65
1212, 6.61, 2.88
1213, 6.45, 3.77
1214, 9.01, 5.07
1215, 9.54, 6.19
1216, 12.71, 7.81
1217, 15.56, 9.75
1218, 17.57, 11.70
1219, 17.10, 13.05
1220, 14.06, 13.30
1221, 12.73, 13.15
1222, 12.07, 12.88
1223, 12.08, 12.67
1224, 15.72, 13.43
1225, 13.45, 13.43
1226, 17.14, 14.36
1227, 15.15, 14.55
1228, 14.17, 14.45
1229, 14.91, 14.56
1230, 16.27, 14.99
1231, 17.17, 15.53
1232, 15.42, 15.50
1233, 13.06, 14.88
1234, 10.20, 13.71
1235, 6.43, 11.88
1236, 2.27, 9.48
1237, 0.31, 7.18
1238, 0.60, 5.53
1239, 1.53, 4.53
1240, 2.95, 4.13
1241, 6.65, 4.76
1242, 12.84, 6.78
1243, 19.23, 9.89
1244, 22.71, 13.09
1245, 22.46, 15.43
1246, 21.05, 16.83
1247, 16.56, 16.76
1248, 9.58, 14.96
1249, 3.58, 12.11
1250, -2.44, 8.47
